run_id,started_at,dataset_id,exit,golden_match,sweep_label,sweep_config,sweep_varied_seat,sweep_repeat,sweep_worker,instructions,seat,role,model,provider,temperature,num_ctx,think,max_tokens,calls,tokens_in,tokens_out,wall_ms,est_cost,tool_calls,replies,accepted_first_time,corrections,stopped_run,reasons,checks_met,checks_total,checks
0179f8b9-59ad-4bc4-ac0a-5c318157e798,2026-09-19T00:39:27.211Z,missing-sheet,reviewer_pass,false,missing-sheet-check,baseline,,0,laptop,c896b5b9,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,7,54652,4048,68313,0.0,4,2,1,1,0,provenance_tags=1,0,1,golden_match=0
0179f8b9-59ad-4bc4-ac0a-5c318157e798,2026-09-19T00:39:27.211Z,missing-sheet,reviewer_pass,false,missing-sheet-check,baseline,,0,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,2,11166,381,27836,0.0,0,2,2,0,0,,0,1,golden_match=0
026784d5-b07a-4fc7-a047-758e80363258,2026-09-18T08:18:04.513Z,missing-sheet,not_ready,false,full-1,orchestrator=llama3-1-8b,orchestrator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,26649,2311,36621,0.0,18,1,1,0,0,,0,1,reached_work=0
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2044,293,4939,0.0,0,1,1,0,0,,0,1,reworked_once=0
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14935,1788,27413,0.0,17,1,1,0,0,,0,1,golden_match=0
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,e4159786,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,14,229981,2131,111870,0.0,16,3,2,0,1,figures_not_from_tool=2;invalid_json=1,1,1,names_both_sheets=1
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,8162,1214,18758,0.0,1,1,1,0,0,,0,1,golden_match=0
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,c896b5b9,writer,Writer,"gemma4 12b, local",ollama,model default,16384,False,model default,3,21694,3431,77742,0.0,1,1,0,1,0,wrong_shape=1,1,1,v1_carries_disagreement=1
03e79c7e-fa94-4ea5-bbd3-eff4013aec93,2026-09-19T06:34:01.818Z,planted-inconsistency,stopped,false,writer-reviewer-rerun,writer=gemma4-12b,writer,0,laptop,e50c1ac9,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,6060,221,7760,0.0,0,1,1,0,0,,1,1,failed_v1_to_work=1
04351fb5-94e8-4830-b2e9-d4ad8ae1725e,2026-09-17T22:11:24.412Z,clean-run,stopped,false,stage-1,estimator=gemma4-12b,estimator,0,laptop,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2203,246,4259,0.0,0,1,1,0,0,,0,1,golden_match=0
04351fb5-94e8-4830-b2e9-d4ad8ae1725e,2026-09-17T22:11:24.412Z,clean-run,stopped,false,stage-1,estimator=gemma4-12b,estimator,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,24954,8697,126447,0.0,17,1,0,1,0,checklist_grading=1,1,1,ready=1
04351fb5-94e8-4830-b2e9-d4ad8ae1725e,2026-09-17T22:11:24.412Z,clean-run,stopped,false,stage-1,estimator=gemma4-12b,estimator,0,laptop,,estimator,Estimator,"gemma4 12b, local",ollama,model default,16384,False,model default,5,36320,121,14428,0.0,5,1,0,0,1,output_limit=1,1,1,no_blocker=1
04853310-e1f1-426a-ab55-da486bcd3602,2026-09-18T07:30:13.666Z,not-ready,not_ready,true,full-1,estimator=gemma4-12b,estimator,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,22508,1615,30731,0.0,14,1,0,1,0,no_json=1,2,3,names_deadline=1;names_specification=0;not_ready=1
049e4c05-0598-4e16-9238-78b603515b75,2026-09-18T07:40:20.469Z,not-ready,stopped,false,full-1,intake=qwen3-5-4b,intake,0,laptop,abec9abc,intake,Intake Analyst,"qwen3.5 4b, local",ollama,0.1,65536,False,model default,3,22502,279,10969,0.0,15,1,0,0,1,checklist_grading=1;invalid_json=1;no_json=1,0,3,names_deadline=0;names_specification=0;not_ready=0
058c0cba-987f-4c7c-bf05-9bf2fd442090,2026-09-15T23:59:16.714Z,missing-sheet,cost_ceiling,false,,,,,,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,,,,,1,2085,313,5250,0.0,0,0,0,0,0,,0,1,blocker_escalated=0
058c0cba-987f-4c7c-bf05-9bf2fd442090,2026-09-15T23:59:16.714Z,missing-sheet,cost_ceiling,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,6,40054,3500,59970,0.0,16,2,2,0,0,,1,1,reached_work=1
058c0cba-987f-4c7c-bf05-9bf2fd442090,2026-09-15T23:59:16.714Z,missing-sheet,cost_ceiling,false,,,,,,,estimator,Estimator,claude-sonnet-5 via Bedrock,bedrock,,,,,15,407348,10226,140048,1.0086490000000001,21,3,3,0,0,,1,1,blocker_names_lp2=1
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6854,302,11898,0.0,0,2,2,0,0,,0,1,reworked_once=0
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14933,1848,33257,0.0,17,1,1,0,0,,0,1,golden_match=0
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,38bf7459,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,10,194953,2208,97471,0.0,11,2,1,1,0,no_json=1,1,1,names_both_sheets=1
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,8797,1318,20138,0.0,1,1,1,0,0,,0,1,golden_match=0
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,00ebeb7e,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,4,28150,2320,35505,0.0,1,1,0,1,0,concern_dropped=1;provenance_tags=1,1,1,v1_carries_disagreement=1
06739c94-d5ec-434f-94a3-93e1a657ca88,2026-09-20T05:42:12.781Z,planted-inconsistency,reviewer_pass,false,stop-fixes-2,baseline,,0,laptop,e50c1ac9,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,5693,45,8836,0.0,0,1,1,0,0,,0,1,failed_v1_to_work=0
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6040,310,11298,0.0,0,2,2,0,0,,1,1,reworked_once=1
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14935,1592,27199,0.0,17,1,1,0,0,,1,1,golden_match=1
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,e4159786,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,11,193661,2269,90788,0.0,11,2,2,0,0,,1,1,names_both_sheets=1
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,7400,908,14807,0.0,1,1,1,0,0,,1,1,golden_match=1
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,c896b5b9,writer,Writer,"qwen3.5 4b, local",ollama,model default,65536,False,model default,10,65631,4459,57433,0.0,7,2,1,1,0,no_json=1,1,1,v1_carries_disagreement=1
0697dd53-0033-434e-a85c-2007bdfe83fa,2026-09-19T07:37:19.651Z,planted-inconsistency,reviewer_pass,true,writer-reviewer-rerun,writer=qwen3-5-4b,writer,1,laptop,e50c1ac9,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,2,9168,245,19529,0.0,0,2,2,0,0,,1,1,failed_v1_to_work=1
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,orchestrator,Orchestrator,"qwen3.5 4b, local",ollama,0.1,65536,False,model default,2,6595,196,13141,0.0,0,2,2,0,0,,1,1,golden_match=1
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,13858,2356,36199,0.0,17,1,1,0,0,,1,1,ready=1
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,14,234774,11808,228721,0.0,10,2,0,2,0,no_json=1;wrong_shape=1,0,1,no_blocker=0
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,7565,1291,19561,0.0,1,1,1,0,0,,1,1,completed=1
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,7,63192,8225,120608,0.0,5,1,0,1,0,concern_dropped=1,1,1,draft_v1=1
06d8a6cc-e3f9-4764-a0e3-172b2ffa0d3c,2026-09-17T23:08:01.461Z,clean-run,reviewer_pass,true,stage-1,orchestrator=qwen3-5-4b,orchestrator,0,laptop,,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,7216,48,9597,0.0,0,1,1,0,0,,1,1,passed_v1=1
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2115,295,4738,0.0,0,1,1,0,0,,0,1,golden_match=0
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,36246,3640,55265,0.0,18,1,0,1,0,checklist_grading=1,1,1,ready=1
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,151207,8867,166082,0.0,6,1,0,1,0,wrong_shape=1,1,1,no_blocker=1
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,4,16532,3081,46158,0.0,2,2,2,0,0,,1,1,completed=1
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,58941,11170,161723,0.0,4,2,0,1,1,concern_dropped=2;provenance_tags=3,1,1,draft_v1=1
08712226-95fb-41c1-8ec2-380cbf8b24b9,2026-09-17T21:55:22.101Z,clean-run,stopped,false,stage-1,all=qwen3-5-9b,all,0,laptop,,reviewer,Reviewer,"qwen3.5 9b, local",ollama,0.2,65536,False,model default,1,11903,460,14078,0.0,0,1,1,0,0,,0,1,passed_v1=0
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,6949,318,12734,0.0,0,2,2,0,0,,0,1,golden_match=0
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,15178,1572,28465,0.0,17,1,1,0,0,,1,1,ready=1
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,c2e35a28,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,4,94542,2648,76919,0.0,7,1,1,0,0,,1,1,no_blocker=1
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,9232,1332,23149,0.0,1,1,1,0,0,,1,1,completed=1
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,c896b5b9,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,4,28425,4286,77821,0.0,0,2,0,2,0,amount_not_in_sources=1;wrong_shape=1,1,1,draft_v1=1
08b54c02-4ee7-499c-a231-bd9361facc64,2026-09-19T01:32:19.860Z,clean-run,reviewer_pass,false,figures-check-2-early,baseline,,1,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,2,10803,666,31466,0.0,0,2,2,0,0,,0,1,passed_v1=0
09174429-1794-4a94-b6bc-9198a55d422f,2026-09-17T20:21:34.336Z,clean-run,stopped,false,stage-1-pilot,baseline,,0,laptop,,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2003,297,5185,0.0,0,1,1,0,0,,0,1,golden_match=0
09174429-1794-4a94-b6bc-9198a55d422f,2026-09-17T20:21:34.336Z,clean-run,stopped,false,stage-1-pilot,baseline,,0,laptop,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,7,59380,6182,97481,0.0,36,2,1,1,0,checklist_grading=1,1,1,ready=1
09174429-1794-4a94-b6bc-9198a55d422f,2026-09-17T20:21:34.336Z,clean-run,stopped,false,stage-1-pilot,baseline,,0,laptop,,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,2,5888,214,4672,0.0,0,2,0,1,1,invalid_json=1;tool_not_used=1;wrong_shape=1,0,1,no_blocker=0
09c83b82-fd2f-4e0a-9f2a-649586ecf58e,2026-09-15T18:23:28.721Z,clean-run,stopped,false,,,,,,,intake,Intake Analyst,"qwen3.5 9b, local",ollama,,,,,3,10414,1166,21925,0.0,3,1,1,0,0,,1,1,ready=1
0b2b821c-f6e4-4117-9f68-18268f5118f0,2026-09-19T05:33:43.914Z,clean-run,stopped,false,writer-reviewer-rerun-upstream-stop,writer=deepseek-r1-14b,writer,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,4308,392,6857,0.0,0,1,0,1,0,invalid_json=1,0,1,golden_match=0
0b2b821c-f6e4-4117-9f68-18268f5118f0,2026-09-19T05:33:43.914Z,clean-run,stopped,false,writer-reviewer-rerun-upstream-stop,writer=deepseek-r1-14b,writer,0,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,15010,1584,29990,0.0,17,1,1,0,0,,1,1,ready=1
0b2b821c-f6e4-4117-9f68-18268f5118f0,2026-09-19T05:33:43.914Z,clean-run,stopped,false,writer-reviewer-rerun-upstream-stop,writer=deepseek-r1-14b,writer,0,laptop,e4159786,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,157002,12413,231707,0.0,8,1,0,0,1,figures_not_from_tool=2;invalid_json=1,1,1,no_blocker=1
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,1,2068,289,5040,0.0,0,1,1,0,0,,0,1,reworked_once=0
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14935,1826,29758,0.0,17,1,1,0,0,,0,1,golden_match=0
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,38bf7459,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,23,452283,4848,190815,0.0,23,4,1,2,1,blocker_as_concern=1;figures_not_from_tool=1;invalid_json=1;wrong_shape=2,1,1,names_both_sheets=1
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,8242,1144,17623,0.0,1,1,1,0,0,,0,1,golden_match=0
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,00ebeb7e,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,3,19412,1962,29806,0.0,2,1,1,0,0,,1,1,v1_carries_disagreement=1
0bc11b13-d38b-4573-8163-ba0ad670db1c,2026-09-19T18:07:01.557Z,planted-inconsistency,stopped,false,estimator-tools,baseline,,2,laptop,e50c1ac9,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,5785,219,17572,0.0,0,1,1,0,0,,1,1,failed_v1_to_work=1
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,9170,416,13670,0.0,0,2,1,1,0,invalid_json=1,0,1,reworked_once=0
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,14933,1844,31238,0.0,17,1,1,0,0,,0,1,golden_match=0
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,e8b8ebeb,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,8,176587,12989,243459,0.0,7,1,1,0,0,,1,1,names_both_sheets=1
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,31ae4f14,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,3,13504,1682,26495,0.0,2,1,1,0,0,,0,1,golden_match=0
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,4d543935,writer,Writer,"qwen3.5 9b, local",ollama,model default,65536,False,model default,3,20967,3746,56391,0.0,1,1,0,1,0,concern_dropped=1,1,1,v1_carries_disagreement=1
0bd6cf7d-c253-4fa6-affc-e097e2f938d3,2026-09-18T22:49:21.908Z,planted-inconsistency,reviewer_pass,false,deterministic-check,baseline,,0,laptop,1ff8732f,reviewer,Reviewer,"gemma4 12b, local",ollama,0.2,16384,False,model default,1,6711,49,9315,0.0,0,1,1,0,0,,0,1,failed_v1_to_work=0
0c899cda-2abb-4e95-a395-ea40193a6aec,2026-09-19T05:16:47.923Z,clean-run,reviewer_pass,true,writer-reviewer-rerun,baseline,,0,laptop,3f2ebcc3,orchestrator,Orchestrator,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,5956,305,11289,0.0,0,2,2,0,0,,1,1,golden_match=1
0c899cda-2abb-4e95-a395-ea40193a6aec,2026-09-19T05:16:47.923Z,clean-run,reviewer_pass,true,writer-reviewer-rerun,baseline,,0,laptop,5e798fab,intake,Intake Analyst,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,15010,1547,30276,0.0,17,1,1,0,0,,1,1,ready=1
0c899cda-2abb-4e95-a395-ea40193a6aec,2026-09-19T05:16:47.923Z,clean-run,reviewer_pass,true,writer-reviewer-rerun,baseline,,0,laptop,e4159786,estimator,Estimator,"qwen3.5 9b, local",ollama,model default,65536,False,model default,3,62008,11221,210554,0.0,6,1,1,0,0,,1,1,no_blocker=1
0c899cda-2abb-4e95-a395-ea40193a6aec,2026-09-19T05:16:47.923Z,clean-run,reviewer_pass,true,writer-reviewer-rerun,baseline,,0,laptop,7b9005ab,pricing,Pricing,"qwen3.5 9b, local",ollama,0.1,65536,False,model default,2,7498,902,15286,0.0,1,1,1,0,0,,1,1,completed=1
